ID,Epic,Equipo,Fase,FaseNombre,Titulo,Descripcion,CriterioDeAceptacion,Estado,EsNueva,BloqueadaPor,Etiquetas
F0.12,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,Reapuntar el generador de tokens,"tokens.css y tokens.ts están portados a mano. En v2 los emite tools/gen-tokens.py leyendo el .pen, y token-drift verifica que no se separen. Hasta reapuntarlo, un cambio de token en el diseño no llega solo.","• El generador emite el archivo con @theme static y el espacio de nombres de Tailwind, incluidos los cuatro tokens de marca y las 22 rampas de familia.
• Correrlo dos veces produce el mismo archivo byte a byte.
• Las cabeceras «PORTADO A MANO · PENDIENTE» desaparecen.",hecho,si,,equipo:front fase:0 estado:hecho nueva
F1.1,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,api/client.ts — el cliente HTTP,"fetch + bearer + envelope, sin un solo import de mock.","• ✅ El envelope se desenvuelve en un único lugar: un hook que reciba { success, data } es un hook que dejó entrar la forma del transporte a la capa de datos.",hecho,no,,equipo:front fase:1 estado:hecho
F1.2,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,api/hooks.ts — los hooks de datos,"useMe, useCatalog, useBlocks, useTab, usePanelsBatch, useSaveTheme.","• ✅ La clave del batch se ancla al tabId, no al arreglo de panelIds: dos renders de la misma pestaña producen arreglos distintos con el mismo contenido, y eso rompía la cache sin que se notara.",hecho,no,,equipo:front fase:1 estado:hecho
F1.3,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,catalog/blocks.ts — validadores de composición,"acceptsShape, spanInRange, invalidReason sobre la tabla de /config/blocks.","• ✅ invalidReason devuelve la razón y no un booleano, porque el builder tiene que mostrarla: «un bloque gauge no sabe dibujar la forma serieTemporal» ayuda, «composición inválida» no.",hecho,no,,equipo:front fase:1 estado:hecho
F1.4,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,catalog/types.ts — tipos del catálogo,Re-exporta desde api/ para que render/ pueda importar Family o PanelType sin cruzar la frontera de §4.,• ✅ catalog/ no tiene tablas de datos: el catálogo llega por API.,hecho,no,,equipo:front fase:1 estado:hecho
F1.14,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,render/grid.ts — la grilla,"span(), gridStyle(), panelStyle(), con px = 96·N − 16.","• ✅ gridAutoRows en 80px es lo que hace que la fórmula se cumpla de verdad: sin eso, grid-row: span N reparte altura automática y 96·N − 16 queda escrito pero no aplicado.",hecho,no,,equipo:front fase:1 estado:hecho
F1.27,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,metricsById — resolver metricId → métrica,,• ✅ El catálogo llega ya filtrado por rol; el front no filtra nada. ---,hecho,no,,equipo:front fase:1 estado:hecho
F1.13a,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Portar las primitivas de gráfico (plots/core/),"Siete archivos, ~635 líneas: scale.ts (escalas y techo), useSize.ts (ResizeObserver), Axis.tsx, Grid.tsx, Series.tsx, Band.tsx, Arco.tsx. Es la base de los seis plots y no depende de nada más.","• Ningún archivo de core/ importa de api/ ni conoce una métrica.
• useSize mide con ResizeObserver — es el único estado local permitido en render/, porque es de layout y no de negocio.
• Las pruebas de scale y useSize viajan con ellos y pasan.
• La reserva del eje sale del rótulo más largo, no del rótulo del máximo: con techo 1M el máximo es «1M» de dos caracteres y el tick «500K» son cuatro, y calculado sobre el máximo se salía por la izquierda y se leía «00K».",hecho,no,,equipo:front fase:1 estado:hecho
F1.13b,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Portar format.ts e inyectar el locale,"El formateo de cifras, en un solo lugar. En v2 LOCALE es la constante 'es-MX' y cinco de los seis plots importan el formateador directo en vez de recibirlo, así que la prop existe y está muerta.","• PlotProps.format se usa: ningún plot importa el formateador. Verificable con un grep, y candidato a regla de design-lint.
• El locale, la moneda y la zona horaria salen del tenant vía /config/me y bajan por props.
• La abreviatura no tiene escalón para mil millones: «B» es billion en inglés y un billón en español son 10¹², así que 2.5e9 sale «2,500M» — largo pero sin ambigüedad.
• Se conservan sus pruebas.",parcial,no,,equipo:front fase:1 estado:parcial bloqueada
F1.13c,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Portar los primitivos Label y Value,"Label es por donde pasa todo texto de meta: mono 10px, 0.12em, mayúsculas, text-dim. Existe porque §1.3 no admite un número desnudo.","• Traducidos a utilidades de Tailwind sobre tokens; cero hex, cero valor arbitrario que no salga de un token.
• Value aplica cifra (tabular-nums) y recibe el texto ya formateado: no formatea, porque el locale es del tenant.
• El andamio de Console.tsx que hoy usa text-[10px] tracking-[0.12em] a mano pasa a usar Label.",hecho,no,,equipo:front fase:1 estado:hecho
F1.13d,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Portar los seis estados,"EstadoCargando, EstadoVacio, EstadoDegradado, EstadoBloqueado, EstadoSinPermiso, EstadoError → LoadingState, EmptyState, DegradedState, BlockedState, NoAccessState, ErrorState.","• Reemplazan el cuerpo, nunca el shell. Título, BASE y procedencia siguen visibles mientras el panel carga, falla o está bloqueado.
• LoadingState es un esqueleto con la forma del tipo, no un spinner genérico.
• EmptyState es invitación a actuar con vacioRazon, no un error.
• DegradedState muestra la cifra: lo que cambia es el badge del shell.
• BlockedState no muestra número ni aproximación.
• Cada uno tiene una prueba que verifica que la anatomía del shell sigue ahí.",hecho,no,,equipo:front fase:1 estado:hecho
F1.13e,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Portar el shell del panel (Panel + PanelShell + Provenance),"~275 líneas. La anatomía obligatoria de §9: bullet de familia, título, BASE, procedencia con frescura relativa, dirección semántica, CTA y chevron. Cubre F1.15 y F1.16.","• El shell recibe el cuerpo por children y no lo conoce: un estado no puede borrar la cabecera porque no la tiene.
• BASE = denominador + ventana. Con BLOQUEADO sale de Metric.base (D6).
• La frescura relativa recibe el ahora por props, para que no dependa del reloj de quien renderiza y las pruebas sean deterministas.
• La dirección semántica se pinta solo si la métrica la declara: ponerla donde no aplica la vacía de sentido.
• El título es h2: el único nivel por encima es el h1 de la pregunta de la pestaña, y saltarse un nivel rompe la navegación por encabezados, que es como se recorre una pantalla de doce paneles con un lector.
• Shell compacto en colSpan ≤ 3 (F1.16): misma información, otro reparto — la meta baja a dos líneas. Es una rama documentada, no un flag suelto.",hecho,no,,equipo:front fase:1 estado:hecho
F1.13f,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Portar los seis plots,"PlotBars, PlotSeries, PlotGauge, PlotForecast, PlotComposition, PlotDistribution. Cubre F1.21.","• Todos aceptan PlotProps<F>. En v2 solo uno lo hacía y los otros cinco tenían firma propia, lo que hacía imposible indexarlos en un registro.
• El color llega como family y el plot no sabe cuál le tocó: usa var(--color-fam-${family}-N).
• Responsivos dentro de su panel; no asumen un ancho.
• Un plot vacío no rompe: cero series o cero puntos rinden sin excepción.",hecho,no,,equipo:front fase:1 estado:hecho
F1.13g,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Portar los doce cuerpos que existen en v2,"KpiBody, SeriesBody, BarsBody, TableBody, ProseBody, RecoBody, GaugeBody, ForecastBody, ListBody, CompositionBody, DistributionBody, BlockedBody. Cubre F1.18. Doce de quince, y la diferencia no es un recorte. El enum TipoPanel del contrato tiene quince valores y §7 de nuevo-desarrollo.md exige implementarlos todos. Doce existen en synapse_v2/src/render/bodies/ y se portan acá; los tres que faltan —comparison, matrix y graph— nunca se escribieron en v2 porque son las formas v1.1 de §8.12, que ningún backend emite todavía. Se construyen de cero en F4.17, F4.18 y F4.19, y F4.20 los registra. La consecuencia para F1.13h: hasta que estén los quince, el registro es un Partial<Record<PanelType, …>> y un tipo sin cuerpo tiene que dar error explícito, no un fallback silencioso. Recién con los tres de Fase 4 pasa a Record completo y agregar un tipo al enumerado sin su cuerpo deja de compilar.","• Cada uno acepta BodyProps<F, P> con sus params concretos, nunca Record<string, unknown>.
• Función pura: sin useState de negocio, sin useEffect de fetch, sin contexto global.
• GaugeBody sin maximo en opciones no dibuja el arco y lo dice; no inventa una escala.
• ProseBody y RecoBody reciben pilares como objetos y no parsean texto.
• Cada cuerpo tiene una prueba de render con props mínimas válidas del contrato.",hecho,no,,equipo:front fase:1 estado:hecho
F1.13h,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,"Escribir el registro sin any (F1.17, F1.22)","registry.ts mapea PanelType → componente con React.lazy, para que una pestaña no descargue los cuerpos que no usa, y aplica memo en un solo lugar. §14.4 del documento lo ejemplifica con ComponentType<any> y §4 regla 2 lo prohíbe: «el v2 lo toleró en el registro de cuerpos; el front nuevo no». Las dos cosas no pueden ser ciertas a la vez.","• La estrechez vive en un adaptador tipado y documentado, no repartida en doce archivos ni tapada con any.
• Agregar una prop obligatoria a BodyProps no compila hasta actualizar los sitios que montan un cuerpo.
• Un tipo sin cuerpo registrado produce error explícito, no un fallback silencioso (F1.22, y §1 principio 6).
• preloadBodies(tipos) trae los chunks en paralelo con panels:batch, en cuanto /config/tabs dice qué tipos tiene la pestaña. Sin eso el lazy recién pide el chunk cuando ya llegó el dato, y el panel parpadea por una descarga que se podía haber hecho mientras tanto.
• Una prueba resuelve cada cargador y verifica que lo que sale es un memo.",hecho,no,,equipo:front fase:1 estado:hecho
F1.13i,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Portar state.ts — la derivación del estado visual,"estadoVisual, resolverGobierno, tieneValor. Vive en render/ y no en api/ porque el predicado lo necesita quien lee el payload, no quien lo declara — y render/ no puede importar valores de api/.","• VACIO se deriva del valor y cae en el mismo switch que los estados que sí vienen del backend.
• DEGRADADO cae con DISPONIBLE al elegir cuerpo: sí muestra cifra, y la diferencia la pinta el shell como badge.
• Nada más se deriva. Degradación, permisos y filtrado son del backend.",hecho,no,,equipo:front fase:1 estado:hecho
F1.13j,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Portar budget.ts — el presupuesto de render,La medición de cuánto tarda una pestaña en componer y pintar. Es lo que convierte «la consola va lenta» en un número.,"• Mide desde que llega la config de la pestaña hasta el commit y hasta el pintado.
• No se activa en producción salvo bajo un flag.",hecho,no,,equipo:front fase:1 estado:hecho
F1.5,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,surfaces/console/Console.tsx — orquestación,"Cadena /config/me → /config/tabs/{id} → panels:batch, cableada. Falta reemplazar el andamio por paneles reales.","• ✅ Ningún panel, métrica ni posición aparece literal en el archivo.
• ✅ La primera pestaña y el primer período salen del backend (F1.10).
• ⬜ El componente queda por debajo de 300 líneas: si crece, se parte en contenedor y presentacional. En v2 Consola.tsx llegó a 671 y ahí se le metieron ramas if (metricId === 'mmm_canales'), que es el anti-patrón que §4 nombra.",hecho,no,,equipo:front fase:1 estado:hecho
F1.6,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,ConsoleContainer — separar hooks de render,,"• El selector de período agrupa por grano y respeta el granoMinimo de las métricas de la pestaña: ofrecer un día a una métrica mensual es ofrecer un error.
• Con alcance: plataforma el topbar muestra el selector de tenant y declara que el acceso queda auditado; con usuario, el nombre del tenant.",hecho,no,,equipo:front fase:1 estado:hecho
F1.7,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,"Topbar — tenant, selector de período, tema",,"• El selector de período agrupa por grano y respeta el granoMinimo de las métricas de la pestaña: ofrecer un día a una métrica mensual es ofrecer un error.
• Con alcance: plataforma el topbar muestra el selector de tenant y declara que el acceso queda auditado; con usuario, el nombre del tenant.",hecho,no,,equipo:front fase:1 estado:hecho
F1.8,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Tabs — pestañas desde ctx.tabs,,"• El selector de período agrupa por grano y respeta el granoMinimo de las métricas de la pestaña: ofrecer un día a una métrica mensual es ofrecer un error.
• Con alcance: plataforma el topbar muestra el selector de tenant y declara que el acceso queda auditado; con usuario, el nombre del tenant.",hecho,no,,equipo:front fase:1 estado:hecho
F1.9,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,PanelInGrid — el puente,"Recibe panel + metric + payload y decide: shell siempre, y adentro el estado o el cuerpo. Reemplaza el andamio marcado data-pendiente=""F1.9"".","• Sin payload todavía → shell con esqueleto. El estado de carga no borra la anatomía.
• El Suspense del chunk usa el mismo esqueleto que el estado de carga: un chunk en vuelo y un dato en vuelo son indistinguibles para quien mira.
• Emite onDrill, onChat, onRetry hacia arriba. El cuerpo no navega ni abre modales por su cuenta.",hecho,no,,equipo:front fase:1 estado:hecho
F1.11,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Cambiar de período no re-pide el layout,,"• ✅ Cumplido: la clave de useTab no lleva el período, así que es estructural y no una disciplina.",hecho,no,,equipo:front fase:1 estado:hecho
F1.12,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Persistir el tema,,"• ✅ api.savePreferences y useSaveTheme escritos.
• ⬜ Control de tema en el topbar; el valor inicial llega en /config/me y lo aplica la superficie.
• El switcher visual no pasa por la API: es un atributo en la raíz, y las custom properties hacen el resto. Cero recálculo, cero re-render.",hecho,no,,equipo:front fase:1 estado:hecho
F1.19,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Estados en la superficie · cubierto por F1.13d,,"• Verificado por design-lint (F0.11), no por revisión manual.",hecho,no,,equipo:front fase:1 estado:hecho
F1.20,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Primitivos · cubierto por F1.13c,,"• Verificado por design-lint (F0.11), no por revisión manual.",hecho,no,,equipo:front fase:1 estado:hecho
F1.23,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,memo en cuerpos y plots · cubierto por F1.13h,,"• Verificado por design-lint (F0.11), no por revisión manual.",hecho,no,,equipo:front fase:1 estado:hecho
F1.24,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Cero hex literal,,"• Verificado por design-lint (F0.11), no por revisión manual.",hecho,no,,equipo:front fase:1 estado:hecho
F1.25,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Conectar a la API real,"Apuntar el front al backend y sacar cualquier respuesta simulada del camino, aunque el backend devuelva una sola pestaña.","• La consola carga contra el backend real vía VITE_API_URL.
• Cero fixtures en el bundle de producción, verificado sobre el output del build.
• Un 401 limpia la sesión; un 500 muestra el estado de error de la superficie sin dejar pantalla en blanco.",pendiente,no,B1.16 y B1.20,equipo:front fase:1 estado:pendiente bloqueada
F1.26,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,"Carga y error a nivel de superficie, no en los cuerpos","La superficie decide qué se muestra mientras el contexto o el catálogo vuelan, y qué se muestra si fallan. Un cuerpo nunca maneja eso.","• Ningún componente de render/ lee isLoading ni isError: recibe un Payload y nada más.
• Si falla /config/me o /config/catalog la pantalla lo dice; si falla solo el batch, los shells siguen visibles con su estado de error por panel.",hecho,no,,equipo:front fase:1 estado:hecho
F1.28,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Traducir los CSS Modules de v2 a Tailwind,v2 tiene ~10 .module.css. El stack nuevo es Tailwind y .cursorrules prohíbe CSS Modules salvo excepción justificada. La traducción es mecánica pero no trivial: hay medidas que no deben volverse valores arbitrarios sino tokens.,"• Cero .module.css en render/, salvo excepción escrita y justificada.
• Cero hex literal y cero valor arbitrario [...] que corresponda a un token existente. text-[10px] de un Label es un token que falta, no una utilidad.
• Las medidas del sistema —label 10, celda 12, cuerpo 13— entran como tokens de tipografía en @theme, no como arbitrarios repetidos.",hecho,si,,equipo:front fase:1 estado:hecho nueva
F1.29,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Validar los params de layout,"PanelConfig.opciones llega como Record<string, unknown>. Hoy un cliente que configure orden: ""ascending"" en vez de ""asc"" no falla: se ignora. Con configuración por tenant eso deja de ser hipotético.","• ⚠️ Cada tipo declara su esquema de params —valores válidos y defaults— derivado de paramsDisponibles de /config/blocks. Derivado a medias, y el contrato es el límite. Ver abajo.
• ✅ La validación ocurre en el adaptador de api/: api/params.ts. Ni la superficie ni render/ la tocan; el cuerpo recibe params ya limpios.
• ✅ Un param desconocido se descarta con aviso en desarrollo; uno inválido degrada el panel con razón visible. Nunca se ignora en silencio.
• Qué params existen lo dice el backend, y un nombre fuera de esa lista se descarta.
• Qué valores son válidos lo dice PARAM_SCHEMAS en el front, porque el contrato no lo declara. Es duplicación con lo que cada cuerpo acepta en TypeScript, y es inevitable: los tipos se borran al compilar y opciones llega en runtime.",hecho,si,,equipo:front fase:1 estado:hecho nueva
F1.30,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Colapso responsive,"Cablear columnsFor(), que ya está escrita en render/grid.ts, y el reordenamiento por colStart al colapsar. D1 lo resolvió a favor: es una regla normativa vigente con ancla de spec y prueba en v2.","• ✅ El colapso no lo puede hacer solo el CSS. El span se resuelve en JS —spanFor— y se suelta el colStart. useColumns escucha el viewport.
• ⚠️ El mínimo NO es 768: son 360. Ver abajo.
• ✅ La prueba se escribe desde la cita de §3.1, y las cuatro que verifican la división caen si se vuelve a Math.min. Verificado por mutación.",hecho,si,,equipo:front fase:1 estado:hecho nueva
F1.31,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Registro de gráficos y verificación de mínimos,"D2 lo resolvió a favor. Dos piezas: catalog/plots.ts con los validadores sobre el repertorio que llega de /config/plots —la misma figura que catalog/blocks.ts, sin la tabla escrita adentro—, y render/plots/registry.ts con lazy + memo y plotFor(id), igual que el registro de cuerpos. Lo primero que hay que construir no es el selector, es la verificación de mínimos: cuántos puntos, categorías o partes necesita un gráfico para no engañar. Sirve desde hoy, aun con un gráfico por tipo — hoy nada impide que bars reciba un ítem y dibuje una barra sola.","• Ausente plot en el layout se dibuja exactamente lo que se dibuja hoy: el cambio no mueve ninguna pantalla existente.
• Un valor por debajo del mínimo del gráfico no se dibuja: el panel muestra el estado vacío con la razón —«este corte necesita al menos tres categorías; llegaron dos»— que es lo que §8 pide, invitación a actuar y no un error.
• Un valor por encima del tope tampoco: se muestra el motivo declarado en el repertorio, no un gráfico ilegible con ochenta barras.
• Un gráfico incompatible con la forma se rechaza en el adaptador con razón; no se dibuja mal ni se cambia por otro en silencio.
• La regla dura se sostiene: serieConBanda solo admite gráficos con banda.
• La tabla no está en el front: llega por API, igual que los bloques.",pendiente,si,,equipo:front fase:1 estado:pendiente nueva bloqueada
F1.32,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Transcribir el cable de consola a un contrato versionado,"contracts/synapse-console-wire.yaml con la forma que el servicio de Go realmente sirve en /config/, más npm run gen:console-wire y npm run console-drift. Es el mismo tratamiento que ya recibió contracts/synapse-auth.yaml, y por la misma razón: no se escriben tipos a mano contra un servicio. El OpenAPI que el binario embebe no declara ni una ruta /config/ —es la tarea B0.7 de su plan, sin marcar—, así que esta primera versión es una transcripción nuestra leyendo ports/dd_config_service.go, dashboard/blocks.go y domain/dd_.go.","• El yaml lleva escrito adentro que es una transcripción del front y no un contrato firmado, con la fecha y el commit desde el que se transcribió.
• console-drift falla si src/api/console-generated.ts deja de coincidir con el yaml, con la misma convención de salida que los otros chequeos: 0 conforme, 1 violación, 2 BLOQUEADO.
• Cuando el backend cierre B0.7, el yaml se reemplaza por el suyo y no cambia nada más: el adaptador ya tipa contra los tipos generados.
• La puerta lo corre. La puerta lo corre, sin bloqueados.",hecho,si,,equipo:front fase:1 estado:hecho nueva
F1.33,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,"api/adapt.ts · contexto, catálogo, bloques y pestaña","Las cuatro respuestas que no llevan datos. Traduce nombres —col_span a colSpan, operational_question a pregunta—, compone nombre desde first_name y last_name, y mapea por tabla los tres enumerados que cambian de idioma: shape, family y min_grain. Hereda dos correcciones de F1.36 (2026-09-14): /config/catalog y /config/blocks devuelven un arreglo desnudo en data, no { metrics } ni { blocks }. Se mudaron acá porque cambian el tipo de retorno del cliente, y quien lo recibe es este adaptador.","• render/ y catalog/ no cambian ni una línea: la frontera de §4 se sostiene.
• Lo que el cable no trae queda ausente, nunca inventado. alcance, tenant.etiqueta, role.puedeAprobar, tabs[].key y user.capacidades no se rellenan con un valor plausible.
• El mapeo de familia es explícito y verificado: las cinco familias del cable producen las cinco del contrato, que son las que nombran los tokens --color-fam-.
• Una prueba por cada una de las cuatro respuestas, con el fixture escrito desde synapse-console-wire.yaml y no de memoria.",hecho,si,,equipo:front fase:1 estado:hecho nueva
F1.34,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,"api/adapt.ts · payload, valor y presentación","Los cinco estados —AVAILABLE, DEGRADED, BLOCKED, FORBIDDEN, ERROR—, el Gobierno que viene anidado en governance, las nueve formas de Valor que el backend materializa y la Presentacion de las dos que la tienen.","• Los cinco estados producen las cinco variantes de la unión discriminada, y el switch exhaustivo de Panel.tsx sigue compilando sin cambios.
• Las nueve formas se verifican una por una contra el fixture del cable. Las siete que el backend no materializa —distribucion, serieConBanda, categoricaComparada, perfilMultiatributo, matriz, grafo, flujo— quedan declaradas como no alcanzables hoy, con la razón.
• porcentaje ausente en una composición no se deriva. El contrato dice que lo calcula el backend porque redondear en el cliente da columnas que suman 99,9. Sin él, el panel entra en ERROR con la razón escrita.
• BLOQUEADO sin unlocks_with no se inventa un «qué lo desbloquea».
• Verificada por mutación: cambiar un nombre de campo en el adaptador tiene que romper una prueba.
• porcentaje de una composición. El contrato: «lo calcula el backend y no el front: la suma tiene que dar 100 y redondear en el cliente produce columnas que suman 99,9». En el cable es opcional, así que su ausencia rompe la composición entera en vez de producir una que casi suma.
• La banda de un pronóstico. Regla dura 6: «prohibida la estimación puntual sin intervalo». Sin lo/hi/nivel el panel entra en ERROR.
• El «qué lo desbloquea» de un BLOQUEADO. El servicio deja unlocks_with vacío ahí; solo lo escribe al derivar DEGRADED.
• El solicitarA de un SIN_PERMISO. Pasa la constante ""administrator"" tal cual: mejorarla sería inventar a quién pedirle.",hecho,si,,equipo:front fase:1 estado:hecho nueva
F1.35,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Los enumerados cerrados no se abren en el cable,"En el cable shape, family, layer y block_type son string libre; en el contrato son enumerados cerrados. make sync-catalog hace upsert de lo que diga una vista de Snowflake, así que un valor desconocido no es hipotético. El adaptador es el único lugar donde se puede detectar.","• Una family fuera del enumerado no pasa. Si pasara, el color de la serie sería var(--color-fam-vendors-1), que no existe: la serie se pinta sin color y nadie se entera. Es el mismo modo de falla que text-labell.
• Una shape o un block_type desconocidos ponen ese panel en ERROR con la razón —qué valor llegó y qué valores hay—, no rompen la pestaña entera ni se sustituyen por un default.
• El error es explícito. Nunca se arregla un valor inválido en silencio: principio 6 de §1.
• Verificada por mutación con una familia inventada en el fixture.",hecho,si,,equipo:front fase:1 estado:hecho nueva
F1.36,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,"client.ts contra las rutas, los cuerpos y el error de este servicio","Seis correcciones: el batch manda { panel_ids, period } y no { panelIds, periodo } —los dos son required en el binding, así que hoy devuelve 400—; las preferencias van a /config/me/preferences con { theme }; el catálogo y los bloques llegan como arreglo desnudo; los hilos apuntan a un endpoint que no existe; y el envelope de error de este servicio es { success: false, error: ""cadena"" }, no el objeto de §4.1.","• Ninguna llamada de la consola devuelve 400 ni 404 por forma del request contra el servicio real.
• Un error del servicio produce un ApiError con message legible. Hoy body.error.codigo sobre una cadena da code: undefined y message: """" —una pantalla de error sin una palabra—, que es el defecto exacto por el que existe api/auth.ts.
• El desenvolvimiento del envelope sigue ocurriendo en un solo lugar.
• Mientras el servicio no emita códigos, el code es explícitamente desconocido y el front no decide sobre él.",hecho,si,,equipo:front fase:1 estado:hecho nueva
F1.37,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Una sola base de API,"/auth/, /config/ y /admin/ los sirve el mismo binario bajo el mismo /api/v1. Las dos bases del front dejan de tener razón de ser.","• VITE_AUTH_URL ausente cae a VITE_API_URL, que es el comportamiento que ya estaba previsto «si algún día quedan detrás del mismo origen».
• Un .env.example declara las variables con el puerto real del servicio (4010) y el README dice cómo levantar los dos lados.
• CLAUDE.md deja de decir «son DOS servicios».",hecho,si,,equipo:front fase:1 estado:hecho nueva
F1.38,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,"MSW responde la forma del cable, no la del contrato","Hoy tests/mocks/handlers.ts responde la forma del contrato. Si se queda así, el adaptador no se ejecuta en ninguna prueba y las 350 siguen verdes con el adaptador roto — el modo de falla exacto del 2026-08-20, cuando el colapso responsive violaba §3.1 de tres formas con 184 pruebas en verde.","• Los handlers responden lo que responde Go: snake_case, error como cadena, arreglos desnudos, estados en inglés, governance anidado, shape como discriminador.
• El adaptador queda en el camino de toda prueba de superficie: no hay ruta por la que una prueba vea la forma del contrato sin pasar por él.
• Los fixtures se escriben desde synapse-console-wire.yaml. Un fixture inventado verifica el fixture.
• Verificada por mutación: romper el adaptador tiene que romper pruebas de superficie, no solo las del propio adaptador.",hecho,si,,equipo:front fase:1 estado:hecho nueva
F1.39,Front · Fase 1 — Consola y el traslado de render/,Front,1,Consola y el traslado de render/,Humo contra el servicio real,"Una corrida contra el servicio levantado con su seed —login, /config/me, /config/catalog, /config/blocks, /config/tabs/:tabId, panels:batch— que compare lo que llega contra contracts/synapse-console-wire.yaml. Una prueba verde contra MSW demuestra que el adaptador es coherente con lo que nosotros creemos del cable, no con el cable.","• Se corre a mano con credenciales y no forma parte de npm run verify: la puerta no puede depender de un servicio externo.
• Sale con 2 —BLOQUEADO— si no hay servicio al que apuntar, nunca con 0. Un chequeo que pasa por falta de fuente miente sobre su cobertura.
• Una diferencia entre el cable real y el yaml transcripto se reporta con el campo y los dos valores, y se corrige el yaml, que es lo que puede estar mal: el yaml es nuestra transcripción, el servicio es el hecho.
• Queda registrado qué se verificó y con qué commit del backend.",hecho,si,,equipo:front fase:1 estado:hecho nueva
